question,label
version sqflite break android build dependency compatible androidx.,0
pvrtc compression decompression code license missing generated license file,0
--enable-web-incremental-compiler broken window,0
sliveropacity,0
flutterdriver.screenshot() produce black image fuchsia,0
"processexception: processexception: process ""xcrun"" exited abnormally `xcrun dsymutil build/aot/armv7/app.framework/app -o build/aot/armv7/app.framework.dsym.noindex`",0
build failing: error: type 'ui.linemetrics' found.,0
mediatype missing http package,0
"[flutter_test] hello_world depends flutter_test sdk depends test_api 0.2.5, test_api",0
pageview snapping longer working,0
connectivityplugin.h found,0
"webview_flutter cannot display video inline, iphone",0
canvaskit backend support pathmetrics,0
establish & communicate breaking change policy flutter code,0
shard mac & window cirrus job execution time limited 15 mins.,0
appbar text bleeds android task name task switcher,0
[flutter web] fontloader work web.,0
fallback release/profile correctly experimental web compiler enabled,0
register plugins io.flutter.embedding.android.flutteractivity,0
[android]: flutter crash release (android),0
tablet support,0
issue website page 起步: 体验,0
macos release mode way slower debug,0
flutter_test support latest package:test,0
connectivity plugin giving error io (vm snapshot invalid could inferred settings.),0
connectivity plugin giving error io (vm snapshot invalid could inferred settings.),0
pushlayer offset always zero?,0
code signing flutter.framework permission denied,0
serious scrolling performance issue,0
[web] boxdecoration nested container intercept colour property,0
new android embedding enabled master,0
[web] flutter transform rotation result wrong output,0
add macos stub implementation e2e plugin,0
"[web]: gesture (pan/drag, etc.) working anymore",0
camera longer build android release using flutter master channel,0
multiple click application break,0
support copy/paste glfw shell text input,0
flutter build ios-framework runtime crash simulator debug build,0
iconbutton navigator.pop crash,0
"add test fix ""crash device rotation""",0
[crash] app crashed sliding listview quickly,0
white screen - app content failed load launch released io app,0
error flutter update,0
uploading file flutter web,0
webview_flutter get err_cleartext_not_permitted e,0
'_debugcanperformmutations': true.,0
googlesignin.signin() crash io flutter upgrade,0
[path_provider] add macos support,0
flutter stuck [resolve file :shared_preferences:classpath > builder-3.4.0.jar],0
migrate url_launcher's new pubspec plugins schema,0
clippath working stack positioned,0
firebase_messaging working include flutter_local_notifications package io,0
"flutter test complain about: ""shell: know weight for: texgyreschola (bolditalic) """,0
migrate flutter runner topaz engine,0
[firebase_crashlytics] support v2 android embedder plugins api,0
'package:flutter/src/widgets/transitions.dart': failed assertion: line 929 po 15: 'animation != null': true.,0
[shared_preferences] add macos support,0
io mdns lookup fails starbucks,0
"updating flutter, got ""error converting bytecode dex"" error",0
[web]: red screen death running release mode (example app included),0
issue website page getting started: setting flutter development environment macos running flutter run compile error,0
fix missing timeline event flutter engine's startup time,0
flutter fails install cloud_firestore plugin,0
cant build project anymore,0
disable origin policy cors flutter web,0
[tool_crash] nosuchmethoderror: getter 'url called null.receiver: nulltried calling: url,0
flutter provide access mozart's frameinfo::presentation_time,0
unhappy loo,0
flutter web native code,0
error: getter found: 'macos',0
type '_internallinkedhashmap' subtype type 'question',0
could determine dependency task ':url_launcher:compiledebugaidl',0
io mdns lookup fails dialog box clicked,0
io application size enormous flutter 1.12 update,0
execution failed task ':app:transformclassesandresourceswithr8forrelease',0
stuck syncing file device android sdk,0
_internallinkedhashmap showing error obfuscating issue,0
invalid signature file digest manifest main attribute,0
problem android studio running flutter apps??,0
crash io device grglgpurtcommandbuffer::begin(),0
flutter crash platformview,0
'tilewidth != leadingsize.width',0
error running/building apps upgrading v1.9.1+hotfix.6 v1.12.13+hotfix.5,0
known text editing issue due external bug,0
can't load flutter,0
make sure flutter build aar/framework account architecture/fat binary,0
"add-flutter-to-existing-apps, want upload flutter library maven",0
provide mean custom embedders refresh /etc/localtime,0
"[doctor] android studio intellij showing wrong status indicator character (x,!,✓)",0
'package:flutter/src/widgets/framework.dart': failed assertion: line 5540 po 12: '_children.contains(child)': true.,0
running gradle task 'assembledebug'... take much time run,0
"updated flutter 1.12, always refreshing android gradle project",0
regression technical_debt_cost,0
regression hot_mode_dev_cycle_win__benchmark hotreloadmillisecondstoframeafterchange,0
nosuchmethoderror: getter 'length' called null. receiver null show screen.,0
path_provider working upgrade flutter 1.12.13,0
[web]: feel font getting blurred,0
try deploy app store prod error.,0
[shared_preferences] v0.5.4 warning: flutterpluginbinding deprecated,0
example called snapping_page_scroll.dart can't run.,0
z-index problem matrix4,0
add support tvos,0
invalid `podfile` file: undefined local variable method `flutter_application_path',0
unsuported android plugin version: 3.5.3.,0
flutter team directly involved proiminent package,0
flutter doctor instruction sdk update incorrect,0
problem cannot resolve symbol property gradle exception,0
s.of(context) always return null materialapp.title localeresolutioncallback set,0
websocket handshake exception flutter,0
firebase_admob warning message,0
website url load http image [webview],0
http post accepting encrypted string,0
installation issue able build arm32 io,0
android add2app fail gradle sync buildsrc directory exists,0
web mouse gesture error: cannot set property '_latestevent' undefined,0
"o error: connection reset peer, errno = 104, address = storage.googleapis.com, prort = 37890",0
flutter analyze specific file throw `not directory` error,0
"""/users/flutter/.cocoon/flutter/bin/flutter build ios"" failed exit code 1",0
regression smoke_catalina_hot_mode_dev_cycle_ios__benchmark,0
listview scrolling issue samsung s7 edge running android 7.0,0
try use .map inside column working,0
try use .map inside column working,0
[web] random image displayed switching tab,0
textfield losing focus,0
error: unable detect type project recreate,0
register plugins set transparent flutterfragment v1.12.13,0
scaffold drawer performance,0
complete json example documentation,0
"flutter web, tobytedata, await never return",0
need clearer error message production,0
teach intellij/vscode sandbox mode,0
package.json like,0
option save state last hot restart (r),0
"getting error ""type 'future' subtype type '() => futureor'""",0
flutter app update running code.,0
upload code sign android sandbox app,0
